imdb_id,score,explanation,name
tt1517268,3,There are two or more women in this movie and they talk to each other about something other than a man,Barbie
tt13521006,2,"There are two or more women in this movie, but they only talk to each other about a man",Beau is Afraid
tt9048804,3,There are two or more women in this movie and they talk to each other about something other than a man,Birth/Rebirth
tt21867434,1,"There are two or more women in this movie, but they don't talk to each other",BlackBerry
tt9362930,3,There are two or more women in this movie and they talk to each other about something other than a man,Blue Beetle
tt13309742,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Blue Eyed Samurai
tt28364917,3,There are two or more women in this movie and they talk to each other about something other than a man,Booger
tt22866358,1,"There are two or more women in this movie, but they don't talk to each other",The Book of Clarence
tt17527468,3,There are two or more women in this movie and they talk to each other about something other than a man,Bottoms
tt6587046,1,"There are two or more women in this movie, but they don't talk to each other",The Boy and The Heron
tt1856080,1,"There are two or more women in this movie, but they don't talk to each other",The Boys in the Boat
tt2016303,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",The Bricklayer
tt15339570,0,Fewer than two women in this movie,Champions
tt8337264,3,There are two or more women in this movie and they talk to each other about something other than a man,Chicken Run: Dawn of the Nugget
tt18550220,1,"There are two or more women in this movie, but they don't talk to each other",Chien de la casse
tt27649527,3,There are two or more women in this movie and they talk to each other about something other than a man,Christmas with Jerks
tt14923260,0,Fewer than two women in this movie,Chupa
